0.01,0.8592,0.7838
0.03,0.6240,0.6439
0.05,0.5108,0.5671
0.07,0.4510,0.4968
0.09,0.3865,0.4531
0.11,0.3412,0.4372
0.13,0.2976,0.4178
0.15,0.2711,0.3952
0.17,0.2441,0.3793
0.2,0.2118,0.3402
0.1,0.9945,0.9945
0.1,0.9945,0.9945
0.1,0.9945,0.9945
0.1,0.9945,0.9945
0.1,0.9945,0.9932
2,0.1491,0.0298
0.1,0.9945,0.9932
0.1,0.3638,0.4455
0.1,0.3638,0.4455
0.1,0.3638,0.4455
0.1,0.9945,0.9932
